Politician,Type,Policy,URL
Alex Antic,ModeratelyAgainst,Assisting the Arts sector through the coronavirus pandemic,https://theyvoteforyou.org.au/policies/236
Alex Antic,ModeratelyAgainst,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Alex Antic,ModeratelyAgainst,Increasing accessibility of government data and documents,https://theyvoteforyou.org.au/policies/59
Alex Antic,ModeratelyAgainst,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Alex Antic,ModeratelyAgainst,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Alex Antic,ModeratelyAgainst,Transgender rights,https://theyvoteforyou.org.au/policies/214
Alex Antic,StronglyAgainst,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Alex Antic,StronglyAgainst,Banning new thermal coal mines,https://theyvoteforyou.org.au/policies/222
Alex Antic,StronglyAgainst,Decreasing the gender pay gap,https://theyvoteforyou.org.au/policies/72
Alex Antic,StronglyAgainst,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Alex Antic,StronglyAgainst,Increasing protection of Aboriginal heritage sites,https://theyvoteforyou.org.au/policies/30
Alex Antic,VeryStronglyAgainst,A carbon price,https://theyvoteforyou.org.au/policies/3
Alex Antic,VeryStronglyAgainst,A constitutionally enshrined First Nations Voice in parliament,https://theyvoteforyou.org.au/policies/257
Alex Antic,VeryStronglyAgainst,A Royal Commission into Robodebt,https://theyvoteforyou.org.au/policies/243
Alex Antic,VeryStronglyAgainst,An independent inquiry into Attorney General Christian Porter,https://theyvoteforyou.org.au/policies/256
Alex Antic,VeryStronglyAgainst,Assisting Australians trying to return from overseas,https://theyvoteforyou.org.au/policies/249
Alex Antic,VeryStronglyAgainst,Building community climate change resilience,https://theyvoteforyou.org.au/policies/228
Alex Antic,VeryStronglyAgainst,Building dedicated quarantine facilities  COVID 19,https://theyvoteforyou.org.au/policies/263
Alex Antic,VeryStronglyAgainst,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Alex Antic,VeryStronglyAgainst,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Alex Antic,VeryStronglyAgainst,Ending illegal logging,https://theyvoteforyou.org.au/policies/93
Alex Antic,VeryStronglyAgainst,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Alex Antic,VeryStronglyAgainst,Federal action on public housing,https://theyvoteforyou.org.au/policies/116
Alex Antic,VeryStronglyAgainst,For increasing the Youth Allowance rate,https://theyvoteforyou.org.au/policies/219
Alex Antic,VeryStronglyAgainst,Government action on animal   plant extinctions,https://theyvoteforyou.org.au/policies/172
Alex Antic,VeryStronglyAgainst,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Alex Antic,VeryStronglyAgainst,Implementing the recommendations of the Royal Commission into Aboriginal Deaths in Custody,https://theyvoteforyou.org.au/policies/258
Alex Antic,VeryStronglyAgainst,Increasing access to medicinal cannabis products,https://theyvoteforyou.org.au/policies/156
Alex Antic,VeryStronglyAgainst,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Alex Antic,VeryStronglyAgainst,Increasing funding for public schools,https://theyvoteforyou.org.au/policies/241
Alex Antic,VeryStronglyAgainst,Increasing funding for road infrastructure,https://theyvoteforyou.org.au/policies/38
Alex Antic,VeryStronglyAgainst,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Alex Antic,VeryStronglyAgainst,Increasing funding for vocational education,https://theyvoteforyou.org.au/policies/232
Alex Antic,VeryStronglyAgainst,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Alex Antic,VeryStronglyAgainst,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Alex Antic,VeryStronglyAgainst,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Alex Antic,VeryStronglyAgainst,Increasing legal protections for LGBTI people,https://theyvoteforyou.org.au/policies/195
Alex Antic,VeryStronglyAgainst,Increasing marine conservation,https://theyvoteforyou.org.au/policies/17
Alex Antic,VeryStronglyAgainst,Increasing political transparency,https://theyvoteforyou.org.au/policies/199
Alex Antic,VeryStronglyAgainst,Increasing protection of Australia s fresh water,https://theyvoteforyou.org.au/policies/15
Alex Antic,VeryStronglyAgainst,Increasing protections for franchisees,https://theyvoteforyou.org.au/policies/255
Alex Antic,VeryStronglyAgainst,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Alex Antic,VeryStronglyAgainst,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Alex Antic,VeryStronglyAgainst,Increasing support for the Australian film and TV industry,https://theyvoteforyou.org.au/policies/261
Alex Antic,VeryStronglyAgainst,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Alex Antic,VeryStronglyAgainst,Increasing the foreign aid budget to 0 7  of Gross National Income,https://theyvoteforyou.org.au/policies/99
Alex Antic,VeryStronglyAgainst,Increasing the Newstart Allowance rate,https://theyvoteforyou.org.au/policies/179
Alex Antic,VeryStronglyAgainst,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Alex Antic,VeryStronglyAgainst,Increasing transparency of the China Australia relationship,https://theyvoteforyou.org.au/policies/75
Alex Antic,VeryStronglyAgainst,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Alex Antic,VeryStronglyAgainst,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Alex Antic,VeryStronglyAgainst,Paid parental leave equality for stay at home mums and dads,https://theyvoteforyou.org.au/policies/240
Alex Antic,VeryStronglyAgainst,Protecting citizens  privacy,https://theyvoteforyou.org.au/policies/128
Alex Antic,VeryStronglyAgainst,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Alex Antic,VeryStronglyAgainst,Protecting threatened forest and bushland habitats,https://theyvoteforyou.org.au/policies/94
Alex Antic,VeryStronglyAgainst,Protecting whistleblowers,https://theyvoteforyou.org.au/policies/90
Alex Antic,VeryStronglyAgainst,Putting a time limit on immigration detention,https://theyvoteforyou.org.au/policies/120
Alex Antic,VeryStronglyAgainst,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Alex Antic,VeryStronglyAgainst,Restricting donations to political parties,https://theyvoteforyou.org.au/policies/85
Alex Antic,VeryStronglyAgainst,Restricting foreign ownership,https://theyvoteforyou.org.au/policies/19
Alex Antic,VeryStronglyAgainst,Stopping former ministers from taking lobbying positions within five years,https://theyvoteforyou.org.au/policies/192
Alex Antic,VeryStronglyAgainst,Targeting foreign interference in Australia,https://theyvoteforyou.org.au/policies/187
Alex Antic,VeryStronglyAgainst,The Carbon Pollution Reduction Scheme,https://theyvoteforyou.org.au/policies/7
Alex Antic,VeryStronglyAgainst,The Paris Climate Agreement,https://theyvoteforyou.org.au/policies/183
Alex Antic,VeryStronglyAgainst,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Alex Antic,VeryStronglyAgainst,Treating the COVID vaccine rollout as a matter of urgency,https://theyvoteforyou.org.au/policies/264
Alex Antic,VeryStronglyAgainst,Universal access to abortion services,https://theyvoteforyou.org.au/policies/176
Bridget McKenzie,VeryStronglyFor,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Bridget McKenzie,VeryStronglyFor,A Free Trade Agreement with China,https://theyvoteforyou.org.au/policies/142
Bridget McKenzie,VeryStronglyFor,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Bridget McKenzie,VeryStronglyFor,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Bridget McKenzie,VeryStronglyFor,An emissions reduction fund,https://theyvoteforyou.org.au/policies/37
Bridget McKenzie,VeryStronglyFor,An independent NDIS assessment process,https://theyvoteforyou.org.au/policies/226
Bridget McKenzie,VeryStronglyFor,Australia s timber industry,https://theyvoteforyou.org.au/policies/217
Bridget McKenzie,VeryStronglyFor,Changing the wording of section 18C of the Racial Discrimination Act,https://theyvoteforyou.org.au/policies/147
Bridget McKenzie,VeryStronglyFor,Charging postgraduate research students fees,https://theyvoteforyou.org.au/policies/71
Bridget McKenzie,VeryStronglyFor,Decreasing ABC and SBS funding,https://theyvoteforyou.org.au/policies/56
Bridget McKenzie,VeryStronglyFor,Deregulating undergraduate university fees,https://theyvoteforyou.org.au/policies/58
Bridget McKenzie,VeryStronglyFor,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Bridget McKenzie,VeryStronglyFor,Funding the national school chaplaincy program,https://theyvoteforyou.org.au/policies/61
Bridget McKenzie,VeryStronglyFor,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Bridget McKenzie,VeryStronglyFor,Giving apprentices access to a  20 000 loan,https://theyvoteforyou.org.au/policies/66
Bridget McKenzie,VeryStronglyFor,Imprisoning immigration detention workers who record or reveal information from their work,https://theyvoteforyou.org.au/policies/119
Bridget McKenzie,VeryStronglyFor,Increasing funding for road infrastructure,https://theyvoteforyou.org.au/policies/38
Bridget McKenzie,VeryStronglyFor,Increasing indexation of HECS HELP debts,https://theyvoteforyou.org.au/policies/70
Bridget McKenzie,VeryStronglyFor,Increasing parliamentary entitlements for current MPs and Senators,https://theyvoteforyou.org.au/policies/98
Bridget McKenzie,VeryStronglyFor,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Bridget McKenzie,VeryStronglyFor,Increasing state and territory environmental approval powers,https://theyvoteforyou.org.au/policies/245
Bridget McKenzie,VeryStronglyFor,Increasing surveillance powers,https://theyvoteforyou.org.au/policies/44
Bridget McKenzie,VeryStronglyFor,Increasing the cost of humanities degrees,https://theyvoteforyou.org.au/policies/246
Bridget McKenzie,VeryStronglyFor,Increasing the initial tax rate for working holiday makers to 15,https://theyvoteforyou.org.au/policies/138
Bridget McKenzie,VeryStronglyFor,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Bridget McKenzie,VeryStronglyFor,Increasing the passenger movement charge   PMC,https://theyvoteforyou.org.au/policies/136
Bridget McKenzie,VeryStronglyFor,Increasing the price of tobacco,https://theyvoteforyou.org.au/policies/124
Bridget McKenzie,VeryStronglyFor,Live animal export,https://theyvoteforyou.org.au/policies/32
Bridget McKenzie,VeryStronglyFor,Maintaining or increasing defence spending,https://theyvoteforyou.org.au/policies/161
Bridget McKenzie,VeryStronglyFor,Making Australians working overseas repay their student debts,https://theyvoteforyou.org.au/policies/82
Bridget McKenzie,VeryStronglyFor,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Bridget McKenzie,VeryStronglyFor,Mandatory minimum sentences for certain offences,https://theyvoteforyou.org.au/policies/238
Bridget McKenzie,VeryStronglyFor,Offshore oil mining,https://theyvoteforyou.org.au/policies/231
Bridget McKenzie,VeryStronglyFor,Offshore processing for people seeking asylum in Australia,https://theyvoteforyou.org.au/policies/51
Bridget McKenzie,VeryStronglyFor,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Bridget McKenzie,VeryStronglyFor,Privatising government services,https://theyvoteforyou.org.au/policies/168
Bridget McKenzie,VeryStronglyFor,Privatising the ABC,https://theyvoteforyou.org.au/policies/186
Bridget McKenzie,VeryStronglyFor,Reducing personal income tax,https://theyvoteforyou.org.au/policies/218
Bridget McKenzie,VeryStronglyFor,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Bridget McKenzie,VeryStronglyFor,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Bridget McKenzie,VeryStronglyFor,Revoking citizenship of dual nationals involved with terrorism offences by the minister,https://theyvoteforyou.org.au/policies/84
Bridget McKenzie,VeryStronglyFor,Senate electoral reform,https://theyvoteforyou.org.au/policies/89
Bridget McKenzie,VeryStronglyFor,Storing all citizens  telecommunications data for access by government agencies,https://theyvoteforyou.org.au/policies/54
Bridget McKenzie,VeryStronglyFor,Technology neutral emission reduction targets,https://theyvoteforyou.org.au/policies/152
Bridget McKenzie,VeryStronglyFor,Temporary Exclusion Orders,https://theyvoteforyou.org.au/policies/220
Bridget McKenzie,VeryStronglyFor,Temporary protection visas,https://theyvoteforyou.org.au/policies/11
Bridget McKenzie,VeryStronglyFor,The Coalition s new schools funding policy   Gonski 2 0,https://theyvoteforyou.org.au/policies/151
Bridget McKenzie,VeryStronglyFor,The Coalition s Youth Jobs PaTH,https://theyvoteforyou.org.au/policies/150
Bridget McKenzie,VeryStronglyFor,The Intervention in the Northern Territory,https://theyvoteforyou.org.au/policies/36
Bridget McKenzie,VeryStronglyFor,Turning back asylum boats when possible,https://theyvoteforyou.org.au/policies/174
Bridget McKenzie,VeryStronglyFor,Uranium export,https://theyvoteforyou.org.au/policies/43
Bridget McKenzie,StronglyFor,A declared area offence,https://theyvoteforyou.org.au/policies/189
Bridget McKenzie,StronglyFor,Adani s proposed Carmichael coal mine in the Galilee Basin,https://theyvoteforyou.org.au/policies/162
Bridget McKenzie,StronglyFor,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Bridget McKenzie,StronglyFor,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Bridget McKenzie,StronglyFor,Increasing investment in the coal industry,https://theyvoteforyou.org.au/policies/141
Bridget McKenzie,StronglyFor,Prioritising religious freedom,https://theyvoteforyou.org.au/policies/198
Bridget McKenzie,StronglyFor,Privatising government assets,https://theyvoteforyou.org.au/policies/21
Bridget McKenzie,StronglyFor,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Bridget McKenzie,StronglyFor,Unconventional gas mining,https://theyvoteforyou.org.au/policies/18
Bridget McKenzie,ModeratelyFor,A publicly accessible foreign ownership register for agricultural land,https://theyvoteforyou.org.au/policies/110
Bridget McKenzie,ModeratelyFor,Continuing Detention Orders  CDOs,https://theyvoteforyou.org.au/policies/139
Bridget McKenzie,ModeratelyFor,Giving approval for mining in the Liverpool Plains,https://theyvoteforyou.org.au/policies/154
Bridget McKenzie,ModeratelyFor,Increasing or removing the Government debt limit,https://theyvoteforyou.org.au/policies/13
Bridget McKenzie,ModeratelyFor,Nuclear energy,https://theyvoteforyou.org.au/policies/196
Bridget McKenzie,ModeratelyFor,Preventative Detention Orders  PDOs,https://theyvoteforyou.org.au/policies/135
Bridget McKenzie,ModeratelyFor,The Trans Pacific Partnership  TPP  Agreement,https://theyvoteforyou.org.au/policies/77
Bridget McKenzie,Mixed,Buffer zones around abortion clinics,https://theyvoteforyou.org.au/policies/107
Bridget McKenzie,Mixed,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Bridget McKenzie,Mixed,Promoting multiculturalism,https://theyvoteforyou.org.au/policies/194
Bridget McKenzie,Mixed,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Bridget McKenzie,Mixed,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Bridget McKenzie,Mixed,Tobacco plain packaging,https://theyvoteforyou.org.au/policies/2
Bridget McKenzie,Mixed,Voluntary student union fees,https://theyvoteforyou.org.au/policies/12
Bridget McKenzie,ModeratelyAgainst,A Royal Commission into banking,https://theyvoteforyou.org.au/policies/95
Bridget McKenzie,ModeratelyAgainst,An independent inquiry into Attorney General Christian Porter,https://theyvoteforyou.org.au/policies/256
Bridget McKenzie,ModeratelyAgainst,Building community climate change resilience,https://theyvoteforyou.org.au/policies/228
Bridget McKenzie,ModeratelyAgainst,Changing the date of Australia Day,https://theyvoteforyou.org.au/policies/144
Bridget McKenzie,ModeratelyAgainst,Closing the gap between Indigenous and non Indigenous Australians,https://theyvoteforyou.org.au/policies/160
Bridget McKenzie,ModeratelyAgainst,Increasing freedom of political communication,https://theyvoteforyou.org.au/policies/53
Bridget McKenzie,ModeratelyAgainst,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Bridget McKenzie,ModeratelyAgainst,Increasing transparency of the China Australia relationship,https://theyvoteforyou.org.au/policies/75
Bridget McKenzie,ModeratelyAgainst,Landholders  right to say no to mining and gas exploration,https://theyvoteforyou.org.au/policies/62
Bridget McKenzie,ModeratelyAgainst,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Bridget McKenzie,ModeratelyAgainst,Same sex marriage equality,https://theyvoteforyou.org.au/policies/1
Bridget McKenzie,ModeratelyAgainst,Stopping former ministers from taking lobbying positions within five years,https://theyvoteforyou.org.au/policies/192
Bridget McKenzie,ModeratelyAgainst,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Bridget McKenzie,ModeratelyAgainst,Targeting foreign interference in Australia,https://theyvoteforyou.org.au/policies/187
Bridget McKenzie,StronglyAgainst,A constitutionally enshrined First Nations Voice in parliament,https://theyvoteforyou.org.au/policies/257
Bridget McKenzie,StronglyAgainst,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Bridget McKenzie,StronglyAgainst,A Royal Commission into Robodebt,https://theyvoteforyou.org.au/policies/243
Bridget McKenzie,StronglyAgainst,An inquiry into the Iraq War,https://theyvoteforyou.org.au/policies/180
Bridget McKenzie,StronglyAgainst,Banning new thermal coal mines,https://theyvoteforyou.org.au/policies/222
Bridget McKenzie,StronglyAgainst,Community right to say no to nuclear waste disposal sites,https://theyvoteforyou.org.au/policies/216
Bridget McKenzie,StronglyAgainst,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Bridget McKenzie,StronglyAgainst,Decreasing the gender pay gap,https://theyvoteforyou.org.au/policies/72
Bridget McKenzie,StronglyAgainst,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Bridget McKenzie,StronglyAgainst,Increasing accessibility of government data and documents,https://theyvoteforyou.org.au/policies/59
Bridget McKenzie,StronglyAgainst,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Bridget McKenzie,StronglyAgainst,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Bridget McKenzie,StronglyAgainst,Increasing marine conservation,https://theyvoteforyou.org.au/policies/17
Bridget McKenzie,StronglyAgainst,Increasing protection of Australia s fresh water,https://theyvoteforyou.org.au/policies/15
Bridget McKenzie,StronglyAgainst,Increasing the foreign aid budget to 0 7  of Gross National Income,https://theyvoteforyou.org.au/policies/99
Bridget McKenzie,StronglyAgainst,Increasing the Newstart Allowance rate,https://theyvoteforyou.org.au/policies/179
Bridget McKenzie,StronglyAgainst,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Bridget McKenzie,StronglyAgainst,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Bridget McKenzie,StronglyAgainst,Pill testing,https://theyvoteforyou.org.au/policies/206
Bridget McKenzie,StronglyAgainst,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Bridget McKenzie,StronglyAgainst,Reducing air pollution,https://theyvoteforyou.org.au/policies/225
Bridget McKenzie,StronglyAgainst,Restricting donations to political parties,https://theyvoteforyou.org.au/policies/85
Bridget McKenzie,StronglyAgainst,Restricting foreign ownership,https://theyvoteforyou.org.au/policies/19
Bridget McKenzie,StronglyAgainst,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Bridget McKenzie,StronglyAgainst,The Paris Climate Agreement,https://theyvoteforyou.org.au/policies/183
Bridget McKenzie,StronglyAgainst,Transgender rights,https://theyvoteforyou.org.au/policies/214
Bridget McKenzie,StronglyAgainst,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Bridget McKenzie,StronglyAgainst,Universal access to abortion services,https://theyvoteforyou.org.au/policies/176
Bridget McKenzie,StronglyAgainst,Withdrawing troops from Afghanistan,https://theyvoteforyou.org.au/policies/87
Bridget McKenzie,VeryStronglyAgainst,A carbon price,https://theyvoteforyou.org.au/policies/3
Bridget McKenzie,VeryStronglyAgainst,A federal inquiry into Queensland government administration,https://theyvoteforyou.org.au/policies/50
Bridget McKenzie,VeryStronglyAgainst,A minerals resource rent tax,https://theyvoteforyou.org.au/policies/14
Bridget McKenzie,VeryStronglyAgainst,A national redress scheme for institutional abuse survivors,https://theyvoteforyou.org.au/policies/125
Bridget McKenzie,VeryStronglyAgainst,A review of our representatives  eligibility,https://theyvoteforyou.org.au/policies/170
Bridget McKenzie,VeryStronglyAgainst,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Bridget McKenzie,VeryStronglyAgainst,An NBN  using fibre to the premises,https://theyvoteforyou.org.au/policies/47
Bridget McKenzie,VeryStronglyAgainst,Assisting Australians trying to return from overseas,https://theyvoteforyou.org.au/policies/249
Bridget McKenzie,VeryStronglyAgainst,Assisting the Arts sector through the coronavirus pandemic,https://theyvoteforyou.org.au/policies/236
Bridget McKenzie,VeryStronglyAgainst,Banning all investment in cluster munitions,https://theyvoteforyou.org.au/policies/143
Bridget McKenzie,VeryStronglyAgainst,Building Australia s new submarine fleet in South Australia,https://theyvoteforyou.org.au/policies/63
Bridget McKenzie,VeryStronglyAgainst,Building dedicated quarantine facilities  COVID 19,https://theyvoteforyou.org.au/policies/263
Bridget McKenzie,VeryStronglyAgainst,Carbon farming,https://theyvoteforyou.org.au/policies/33
Bridget McKenzie,VeryStronglyAgainst,Criminalising  revenge porn,https://theyvoteforyou.org.au/policies/158
Bridget McKenzie,VeryStronglyAgainst,Decreasing the private health insurance rebate,https://theyvoteforyou.org.au/policies/26
Bridget McKenzie,VeryStronglyAgainst,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Bridget McKenzie,VeryStronglyAgainst,Ending illegal logging,https://theyvoteforyou.org.au/policies/93
Bridget McKenzie,VeryStronglyAgainst,Ending immigration detention on Manus Island,https://theyvoteforyou.org.au/policies/121
Bridget McKenzie,VeryStronglyAgainst,Ending immigration detention on Nauru,https://theyvoteforyou.org.au/policies/118
Bridget McKenzie,VeryStronglyAgainst,Expanding Medicare funded dental care,https://theyvoteforyou.org.au/policies/178
Bridget McKenzie,VeryStronglyAgainst,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Bridget McKenzie,VeryStronglyAgainst,Federal action on public housing,https://theyvoteforyou.org.au/policies/116
Bridget McKenzie,VeryStronglyAgainst,For increasing the Youth Allowance rate,https://theyvoteforyou.org.au/policies/219
Bridget McKenzie,VeryStronglyAgainst,Getting rid of the Gold Travel Pass,https://theyvoteforyou.org.au/policies/146
Bridget McKenzie,VeryStronglyAgainst,Government action on animal   plant extinctions,https://theyvoteforyou.org.au/policies/172
Bridget McKenzie,VeryStronglyAgainst,Greater public scrutiny of the Trans Pacific Partnership negotiations,https://theyvoteforyou.org.au/policies/73
Bridget McKenzie,VeryStronglyAgainst,Implementing the recommendations of the Royal Commission into Aboriginal Deaths in Custody,https://theyvoteforyou.org.au/policies/258
Bridget McKenzie,VeryStronglyAgainst,Increasing Aboriginal land rights,https://theyvoteforyou.org.au/policies/24
Bridget McKenzie,VeryStronglyAgainst,Increasing access to medicinal cannabis products,https://theyvoteforyou.org.au/policies/156
Bridget McKenzie,VeryStronglyAgainst,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Bridget McKenzie,VeryStronglyAgainst,Increasing access under Freedom of Information law,https://theyvoteforyou.org.au/policies/46
Bridget McKenzie,VeryStronglyAgainst,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Bridget McKenzie,VeryStronglyAgainst,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Bridget McKenzie,VeryStronglyAgainst,Increasing federal government support for childcare,https://theyvoteforyou.org.au/policies/171
Bridget McKenzie,VeryStronglyAgainst,Increasing fishing restrictions,https://theyvoteforyou.org.au/policies/41
Bridget McKenzie,VeryStronglyAgainst,Increasing funding for legal aid,https://theyvoteforyou.org.au/policies/105
Bridget McKenzie,VeryStronglyAgainst,Increasing funding for public schools,https://theyvoteforyou.org.au/policies/241
Bridget McKenzie,VeryStronglyAgainst,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Bridget McKenzie,VeryStronglyAgainst,Increasing funding for vocational education,https://theyvoteforyou.org.au/policies/232
Bridget McKenzie,VeryStronglyAgainst,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Bridget McKenzie,VeryStronglyAgainst,Increasing legal protections for LGBTI people,https://theyvoteforyou.org.au/policies/195
Bridget McKenzie,VeryStronglyAgainst,Increasing penalties for breach of data,https://theyvoteforyou.org.au/policies/188
Bridget McKenzie,VeryStronglyAgainst,Increasing political transparency,https://theyvoteforyou.org.au/policies/199
Bridget McKenzie,VeryStronglyAgainst,Increasing protection of Aboriginal heritage sites,https://theyvoteforyou.org.au/policies/30
Bridget McKenzie,VeryStronglyAgainst,Increasing protections for franchisees,https://theyvoteforyou.org.au/policies/255
Bridget McKenzie,VeryStronglyAgainst,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Bridget McKenzie,VeryStronglyAgainst,Increasing support for community radio and TV,https://theyvoteforyou.org.au/policies/69
Bridget McKenzie,VeryStronglyAgainst,Increasing support for the Australian film and TV industry,https://theyvoteforyou.org.au/policies/261
Bridget McKenzie,VeryStronglyAgainst,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Bridget McKenzie,VeryStronglyAgainst,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Bridget McKenzie,VeryStronglyAgainst,Increasing workplace protections for women,https://theyvoteforyou.org.au/policies/267
Bridget McKenzie,VeryStronglyAgainst,Investing in climate science,https://theyvoteforyou.org.au/policies/227
Bridget McKenzie,VeryStronglyAgainst,Letting environmental groups challenge the legality of certain government decisions,https://theyvoteforyou.org.au/policies/83
Bridget McKenzie,VeryStronglyAgainst,Local community consultation on infrastructure projects,https://theyvoteforyou.org.au/policies/102
Bridget McKenzie,VeryStronglyAgainst,Making sanitary items GST free,https://theyvoteforyou.org.au/policies/155
Bridget McKenzie,VeryStronglyAgainst,More scrutiny of the Australian Defence Force,https://theyvoteforyou.org.au/policies/137
Bridget McKenzie,VeryStronglyAgainst,Paid parental leave equality for stay at home mums and dads,https://theyvoteforyou.org.au/policies/240
Bridget McKenzie,VeryStronglyAgainst,Protecting citizens  privacy,https://theyvoteforyou.org.au/policies/128
Bridget McKenzie,VeryStronglyAgainst,Protecting threatened forest and bushland habitats,https://theyvoteforyou.org.au/policies/94
Bridget McKenzie,VeryStronglyAgainst,Protecting whales within Australian waters,https://theyvoteforyou.org.au/policies/67
Bridget McKenzie,VeryStronglyAgainst,Protecting whistleblowers,https://theyvoteforyou.org.au/policies/90
Bridget McKenzie,VeryStronglyAgainst,Public transport,https://theyvoteforyou.org.au/policies/123
Bridget McKenzie,VeryStronglyAgainst,Putting a time limit on immigration detention,https://theyvoteforyou.org.au/policies/120
Bridget McKenzie,VeryStronglyAgainst,Re approving  re registering agvet chemicals,https://theyvoteforyou.org.au/policies/35
Bridget McKenzie,VeryStronglyAgainst,Recognising local government in the Constitution,https://theyvoteforyou.org.au/policies/10
Bridget McKenzie,VeryStronglyAgainst,Refugee family reunification,https://theyvoteforyou.org.au/policies/165
Bridget McKenzie,VeryStronglyAgainst,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Bridget McKenzie,VeryStronglyAgainst,Requiring a warrant to access citizens  telecommunications records,https://theyvoteforyou.org.au/policies/55
Bridget McKenzie,VeryStronglyAgainst,Requiring every native title claimant to sign land use agreements,https://theyvoteforyou.org.au/policies/153
Bridget McKenzie,VeryStronglyAgainst,Requiring Parliamentary approval of military deployments,https://theyvoteforyou.org.au/policies/78
Bridget McKenzie,VeryStronglyAgainst,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
